Species,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Rank_11,Rank_12,Rank_13,Rank_14,Rank_15,Rank_16,Rank_17,Rank_18,Rank_19,Rank_20,Rank_21,Rank_22,Rank_23,Rank_24,Rank_25
Treponema azotonutricium,cellular organisms,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Breznakiellaceae,Leadbettera,,,,,,,,,,,,,,,,,
Treponema brennaborense,cellular organisms,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,,,,,,,,,,,,,,,,,
Treponema caldarium,,,,,,,,,,,,,,,,,,,,,,,,,
Treponema denticola,cellular organisms,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,,,,,,,,,,,,,,,,,
Treponema pedis,cellular organisms,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,,,,,,,,,,,,,,,,,
Treponema primitia,cellular organisms,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,,,,,,,,,,,,,,,,,
Treponema putidum,cellular organisms,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,,,,,,,,,,,,,,,,,
Treponema sp. OMZ 838,cellular organisms,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,unclassified Treponema,,,,,,,,,,,,,,,,
Treponema succinifaciens,cellular organisms,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,,,,,,,,,,,,,,,,,
Trichodesmium erythraeum,cellular organisms,Bacteria,Bacillati,Cyanobacteriota/Melainabacteria group,Cyanobacteriota,Cyanophyceae,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Trichodesmium,,,,,,,,,,,,,,,
Trichoplusia ni ascovirus 2c,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Pimascovirales incertae sedis,Ascoviridae,Ascovirus,unclassified Ascovirus,,,,,,,,,,,,,,,
Trichoplusia ni single nucleopolyhedrovirus,Viruses,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus trini,,,,,,,,,,,,,,,,,,
Trichormus azollae,cellular organisms,Bacteria,Bacillati,Cyanobacteriota/Melainabacteria group,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus,,,,,,,,,,,,,,,,
Trichormus variabilis,cellular organisms,Bacteria,Bacillati,Cyanobacteriota/Melainabacteria group,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus,,,,,,,,,,,,,,,,
Tropheryma whipplei,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Tropherymataceae,Tropheryma,,,,,,,,,,,,,,,,,
Truepera radiovictrix,cellular organisms,Bacteria,Thermotogati,Deinococcota,Deinococci,Trueperales,Trueperaceae,Truepera,,,,,,,,,,,,,,,,,
Trueperella pyogenes,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,,,,,,,,,,,,,,,,,
Tsukamurella paurometabola,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,,,,,,,,,,,,,,,,,
Tsukamurella phage TPA2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Tsukamurella phage TPA4,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Tsukamurella sp. MH1,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,,,,,,,,,,,,,,,,,
Tsukamurella virus TIN2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Tinduovirus,,,,,,,,,,,,,,,,,,,
Tsukamurella virus TIN3,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Tinduovirus,,,,,,,,,,,,,,,,,,,
Tumebacillus algifaecis,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,,,,,,,,,,,,,,,,,
Tumebacillus sp. AR23208,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,,,,,,,,,,,,,,,,,
Turicibacter sp. H121,cellular organisms,Bacteria,Bacillati,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,unclassified Turicibacter,,,,,,,,,,,,,,,,
Turneriella parva,cellular organisms,Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,,,,,,,,,,,,,,,,,
Ureaplasma parvum,cellular organisms,Bacteria,Bacillati,Mycoplasmatota,Mycoplasmoidales,Mycoplasmoidaceae,Ureaplasma,,,,,,,,,,,,,,,,,,
Ureaplasma urealyticum,cellular organisms,Bacteria,Bacillati,Mycoplasmatota,Mycoplasmoidales,Mycoplasmoidaceae,Ureaplasma,,,,,,,,,,,,,,,,,,
Urochloa streak virus,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Geminiviridae,Mastrevirus,,,,,,,,,,,,,,,,,
Vagococcus penaei,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,,,,,,,,,,,,,,,,,
Vagococcus teuberi,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,,,,,,,,,,,,,,,,,
Variibacter gotjawalensis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Variibacter,,,,,,,,,,,,,,,,,
Variovorax boronicumulans,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,,,,,
Variovorax paradoxus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,,,,,
Variovorax sp. PAMC 28711,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,unclassified Variovorax,,,,,,,,,,,,,,,,
Veillonella parvula,cellular organisms,Bacteria,Bacillati,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,,,,,,,,,,,,,,,,,
Veillonella rodentium,cellular organisms,Bacteria,Bacillati,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,,,,,,,,,,,,,,,,,
Verminephrobacter eiseniae,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,,,,,,,,,,,,,,,,,
Verrucomicrobia bacterium,cellular organisms,Bacteria,unclassified Bacteria,,,,,,,,,,,,,,,,,,,,,,
Verrucomicrobia bacterium IMCC26134,cellular organisms,Bacteria,Pseudomonadati,PVC group,Verrucomicrobiota,unclassified Verrucomicrobiota,,,,,,,,,,,,,,,,,,,
Verrucosispora maris,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,,,,,,,,,,,,,,,,
Vibrio alginolyticus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,,,,,,,,,,,,,,,,
Vibrio anguillarum,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio antiquarius,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,Vibrio diabolicus subgroup,,,,,,,,,,,,,,,
Vibrio breoganii,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio campbellii,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,,,,,,,,,,,,,,,,
Vibrio cholerae,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio coralliilyticus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio fluvialis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio furnissii,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio gazogenes,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio harveyi,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,,,,,,,,,,,,,,,,
Vibrio hyugaensis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio jasicida,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,,,,,,,,,,,,,,,,
Vibrio mimicus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio natriegens,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,,,,,,,,,,,,,,,,
Vibrio nigripulchritudo,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio owensii,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,,,,,,,,,,,,,,,,
Vibrio parahaemolyticus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,,,,,,,,,,,,,,,,
Vibrio phage JA-1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Pacinivirus,Pacinivirus VCO139,,,,,,,,,,,,,,,,,
Vibrio phage PVA1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Vibrio phage PWH3a-P1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Vibrio phage VBP32,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Fuhrmanvirinae,Stoningtonvirus,Stoningtonvirus VBP47,,,,,,,,,,,,,,,,
Vibrio phage VH7D,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Schizotequatrovirus,Schizotequatrovirus vh7d,,,,,,,,,,,,,,,,,
Vibrio phage VP93,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,Maculvirus,Maculvirus VP93,,,,,,,,,,,,,,,,,
Vibrio phage VpKK5,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Queuovirinae,unclassified Queuovirinae,,,,,,,,,,,,,,,,,,
Vibrio phage VvAW1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Vibrio phage pVp-1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Demerecviridae,Ermolyevavirinae,Vipunavirus,Vipunavirus pVp1,,,,,,,,,,,,,,,,
Vibrio phage pYD21-A,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Vibrio phage pYD38-A,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Roufvirus,Roufvirus pIS4A,,,,,,,,,,,,,,,,,,
Vibrio phage pYD38-B,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Vibrio phage phi-A318,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,Colwellvirinae,Kaohsiungvirus,Kaohsiungvirus A318,,,,,,,,,,,,,,,,
Vibrio qinghaiensis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio rotiferianus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi group,,,,,,,,,,,,,,,,
Vibrio scophthalmi,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio shilonii,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio sp. 2521-89,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio sp. EJY3,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,unclassified Vibrio,,,,,,,,,,,,,,,,
Vibrio tapetis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio tasmaniensis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio tritonius,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Vibrio tubiashii,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio oreintalis group,,,,,,,,,,,,,,,,
Vibrio virus MAR10,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mardecavirus,,,,,,,,,,,,,,,,,,,
Vibrio virus VP882,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Hapunavirus,,,,,,,,,,,,,,,,,,,
Vibrio virus ValKK3,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Schizotequatrovirus,,,,,,,,,,,,,,,,,,
Vibrio vulnificus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,
Virgibacillus halodenitrificans,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,,,,,,,,,,,,,,,,
Virgibacillus necropolis,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,,,,,,,,,,,,,,,,
Virgibacillus pantothenticus,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,,,,,,,,,,,,,,,,
Virgibacillus sp. 6R,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,unclassified Virgibacillus,,,,,,,,,,,,,,,,
Virgibacillus sp. LM2416,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,,,,,,,,,,,,,,,,
Virgibacillus sp. SK37,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,unclassified Virgibacillus,,,,,,,,,,,,,,,,
Vitreoscilla filiformis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,,,,,,,,,,,,,,,,,
Vulgatibacter incomptus,cellular organisms,Bacteria,Pseudomonadati,Myxococcota,Myxococcia,Myxococcales,Cystobacterineae,Vulgatibacteraceae,Vulgatibacter,,,,,,,,,,,,,,,,
Waddlia chondrophila,cellular organisms,Bacteria,Pseudomonadati,PVC group,Chlamydiota,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia,,,,,,,,,,,,,,,,
Weeksella virosa,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella,,,,,,,,,,,,,,,
Weissella ceti,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,,,,,,,,,,,,,,,,,
Weissella cibaria,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,,,,,,,,,,,,,,,,,
Weissella jogaejeotgali,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,,,,,,,,,,,,,,,,,
Weissella koreensis,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,,,,,,,,,,,,,,,,,
Weissella paramesenteroides,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,,,,,,,,,,,,,,,,,
Weissella phage WCP30,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Weissella phage phiYS61,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Wenyingzhuangia fucanilytica,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,,,,,,,,,,,,,,,
Wenzhouxiangella marina,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,,,,,,,,,,,,,,,,,
White spot syndrome virus,Viruses,Viruses incertae sedis,Naldaviricetes,Nimaviridae,Whispovirus,,,,,,,,,,,,,,,,,,,,
Winogradskyella sp. J14-2,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,unclassified Winogradskyella,,,,,,,,,,,,,,
Winogradskyella sp. PG-2,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,unclassified Winogradskyella,,,,,,,,,,,,,,
Woeseia oceani,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Woeseiales,Woeseiaceae,Woeseia,,,,,,,,,,,,,,,,,
Wolbachia endosymbiont of Brugia malayi,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,unclassified Wolbachia,,,,,,,,,,,,,,,
Wolbachia endosymbiont of Cimex lectularius,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,unclassified Wolbachia,,,,,,,,,,,,,,,
Wolbachia endosymbiont of Drosophila melanogaster,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,unclassified Wolbachia,,,,,,,,,,,,,,,
Wolbachia endosymbiont of Drosophila simulans,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,unclassified Wolbachia,,,,,,,,,,,,,,,
Wolbachia sp. wRi,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,unclassified Wolbachia,,,,,,,,,,,,,,,
Wolinella succinogenes,cellular organisms,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Wolinella,,,,,,,,,,,,,,,,,
Xanthobacter autotrophicus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter,,,,,,,,,,,,,,,,,
Xanthomonas albilineans,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas alfalfae,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas campestris,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas citri,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas citri group,,,,,,,,,,,,,,,,
Xanthomonas citri phage CP2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Xanthomonas euvesicatoria,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas fragariae,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas fuscans,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas citri group,Xanthomonas citri,,,,,,,,,,,,,,,
Xanthomonas gardneri,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas hortorum,,,,,,,,,,,,,,,,
Xanthomonas hortorum,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas oryzae,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas perforans,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas phage vB_XveM_DIBBI,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Dibbivirus,Dibbivirus DIBBI,,,,,,,,,,,,,,,,,,
Xanthomonas phaseoli,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas sacchari,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas translucens,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas translucens group,,,,,,,,,,,,,,,,
Xanthomonas vesicatoria,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,,,,,,,,,,,,,,,,,
Xanthomonas virus CP1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Klementvirus,,,,,,,,,,,,,,,,,,,
Xanthomonas virus phil7,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Eisenstarkvirus,,,,,,,,,,,,,,,,,,,
Xenorhabdus bovienii,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,,,,,,,,,,,,,,,,,
Xenorhabdus doucetiae,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,,,,,,,,,,,,,,,,,
Xenorhabdus hominickii,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,,,,,,,,,,,,,,,,,
Xenorhabdus nematophila,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,,,,,,,,,,,,,,,,,
